Data communications analyst, محلل مواصلات المعطيات,
Data compression, ضغط بيانات,
Data dictionary, قاموس بيانات,
Data dictionary file, ملف قاموس بيانات,
Data driven, مُساق من البيانات,
Data flow, تدفّق البيانات,
Dataflow, تدفًق بيانات,
Data flow analysis, تحليل تدفًق بيانات,
Data flow diagram, مخطًط تدفق البيانات,
Data fork, تشعًب معطيات,
Data frame, إطار قاعدة معطيات,
Data glove, قفاز بيانات,
Data hierarchy, هرميَّة البيانات,
Dataless client, زبون خالي من المعطيات,
Dataless management utility, منفعة تدبير خالية من المعطيات,
Data link layer, طبقة وصل المعطيات,
Data link level, مستوى وصل المعطيات,
Data logger, مسجّل بيانات,
Data mart, سوق قاعدة معطيات,
Data mining, أستغلال البيانات,
Data model, نموذج المعطيات,
Data modeling, نمذجة المعطيات,
Data modelling, نمذجة المعطيات,
Data packet, رزمة بيانات,
Data path, مسار بيانات,
Data processing, معالجة البيانات,
Data rate, معدل نقل البيانات,
Data segment, قطعة بيانات,
Data service, خدمة بيانات,
Data service unit, وحدة خدمة البيانات,
Data set, مجموعة بيانات,
Data set organization, تنظيم مجموعة البيانات,
Data structure, بنية البيانات,
Data transfer bus, مسرى نقل المعطيات,
Data transfer rate, معدّل نقل البيانات,
Data type, نوع البيانات,
Datatype definition, تعريف نوع المعطيات,
Data unit, وحدة بيانات,
Data warehouse, مخزن معطيات,
Data warehousing, خزن المعطيات,
Date, تاريخ,
Datum, معطى,
Daughter, سليلة,
Daughterboard, لوحة سليلة,
Daughtercard, بطاقة سليلة,
Day, يوم,
Day mode, نهاري النمط,
Deactivate, بطّل,
Dead, عاطل، ميت,
Deadlock, أزمة،مأزق,
Dealer, مُتَّجِر,
Debianize, دَبيَنة,
Debug, تنقيح,
Debugger, منقّح,
Decay, تضاؤل,
Decimal, عشري,
Decimal point, فاصل عُشري,
Decision problem, مشكلة قرار,
Decision support, دعم قرار,
Decision support database, قاعدة بيانات دعم القرار، قاعدة معلومات دعم القرار,
Decision theory, نظرية القرار,
Declaration, إبلاغ، علانية,
Declarative language, لغة تقريرية,
Declare, إدلاء،إعلان,
Decode, فك ترميز,
Decompress, فك ضغط,
Decorative, زخرفي,
Decrease, تخفيض،تخفيف،تقليل,
Decrypt, فَك التعمية,
Decryption, فك تشفير,
Dedicated line, خطً مُكرًس,
Deductive database, قاعدة معطيات إستنتاجية,
Deductive tableau, لوح إستنتاجي,
Deep, غميق,
De facto standard, معيار فعلي،معيار واقعي,
Default, مبدئي,
Defect, عيب,
Defect analysis, تحليل العلًة,
Defect density, كثافة العلل,
Deferral, إِرْجاء,
Define, تعريف، تحديد,
Definition, تعريف,
Deflate, منكمش,
Deflate compression, ضغط منكمش,
Deforestation, إجتثاث الغابة،إزالة الغابة,
Defragment, إزالة التشظية,
Defunct process, إجراء ميت،إجراء فان,
Degree, درجة,
Degrees, درجات,
Degrees of freedom, درجات الحرية,
Deinstallation, إزالة التثبيت،فك التثبيت,
Delay, مهلة، تأخير,
Delegation, بعثة، نيابة,
Delete, حذف,
Deletion, حذف,
Delimiter, مُحِد,
Deliverable, مُسْتَلَم,
Delivery, تسليم,
Delta, دَال,
Demand, ألضرورة،المطلب,
Demand driven, منساق بلضرورة,
Demand paged, صفحيً الضرورة,
Demo, عرض,
Demodulate, فكً الترنيم،كشف الترنيم,
Demodulation, كشف الترنيم,
Demo mode, نمط العرض التوضيحي,
Demote, حط من الرتبة,
Demo version, اصدارة العرض التوضيحي,
Denominator, قاسم,
Deny, رفض,
Dependence, تبعية، ارتباط,
Dependency, اعتمادية,
Deprecate, أدان,
Deprecated, مهجور,
Deprecation, إِدَانَة,
Depth, عمق,
Depth-first search, البحث بالعمق أولا,
Derivative, مشتق,
Derived, مُشتق,
Derived class, فئة مشتقة,
Derived type, نوع مشتق,
Descender, مخسوف،هابط,
Descending, تناقصي,
Descending sort, ترتيب تنازلي,
Description, الوصف,
Descriptor, واصف,
Deselect, عدم انتقاء,
Design, تصميم,
Desk, مِنضدة،مكتب,
Desk check, فحص مكتبي,
Deskside, جانب المنضدة،جانب المكتب,
Desktop, سطح مكتب,
Desktop background, خلفية سطح المكتب,
Desktop database, قاعدة بيانات سطح المكتب,
Desktop environment, محيط سطح المكتب,
Desktop publisher, محرر سطح المكتب,
Desktop publishing, نشر عبر سطح المكتب,
Destination, مقصد,
Destroy, تدمير,
Destructor, مبيد،متلف,
Detach, نزع,
Detail, تفاصيل,
Detect, كشف,
Detection, اكتشاف,
Detective, كاشف,
Develop, طوّر,
Developement, تطوير,
Developer, مطوِّر,
Development, تطوير,
Development environment, محيط التطوير,
Device, جهاز,
Device-dependent, خاضع للتجهيزة,
Device group, مجموعة جهاز،مجموعة تجهيزات,
Device-independent, إستقلالي من التجهيزة,
Device name, اسم الجهاز,
Device number, رقم الجهاز,
Diagonal, قطري,
Diagonal line, خط قطري,
Diagram, خطاطة,
Dial, هتف,
Dialog, حوار,
Dialog box, مربع حوار,
Dialout Device, جهاز الإدخال,
Dial-up, طلب هاتفي,
Dialup, مهاتفة، هاتفي,
Dial-up login, ولوج هتفي,
Diameter, قُطر,
Diamond, الماس,
Diamond key, مفتاح ماسيً,
Dictate, يفرض,
Dictionary, قاموس,
Difference, فارق،خلاف,
Difference equation, معادلة فارق,
Differential, تفاضلي,
Differential backup, نسخ احتياطي تفاضلي,
Differential line, خطً تفاضلي,
Digest, خلاصة,
Digit, رقم,
Digital, رقمي,
Digital audio, صوت رقمي,
Digital camera, كمرة رقمية، آلة تصوير رقمية,
Digital carrier, حامل رقمي،ناقل رقمي,
Digital certificate, شهادة رقمية,
Digital computer, حاسوب رقمي,
Digital electronics, ألكترونيات رقمية,
Digital envelope, ظرف رقمي,
Digital image, صورة رقمية,
Digital logic, منطق الرقمنة,
Digital service unit, وحدة الخدمة الرقمية,
Digital signature, توقيع رقمي,
Digital versatile disc, قرص رقمي بارع,
Digitize, رقمنة,
Digits, ارقام,
Dimension, بُعد،قياس,
Dimensioning, تعريف أو تثبيت الأبعاد,
Dingbat, محرف تزييني,
Diode, صمًام ثنائي,
Directed graph, مخطوط موجه,
Directed set, زمرة موجًهة,
Direct graphic, رسوميات مباشرة،بيانات مباشرة,
Direction, اتجاه,
Directive, أمر توجيهي,
Direct mapped cache, خابية مباشرة التخطيط,
Direct memory, ذاكرة مباشرة,
Directory, دليل,
Directory service, خدمة الدليل،خدمة المجلًد,
Directory stack, رُكام الدليل،ركام المجلد،تكوم الدليل,
Dirty, وسخ،بذيء,
Disable, تعطيل,
Disassemble, فِكً،إخلع,
Disassembly, فَكً،خلع,
Disc, قرص,
Discard, نَبَذَ,
Disclaimer, إِخلاء مسؤولية,
Disconnect, قطع اتصال,
Disconnected, مخلوع،مفكك،مقطوع,
Discrete, منفصل،متقطع,
Discrete Fourier transform," تحويلة ""فوريه"" المتقطعة",
Discriminated union, إتحاد متقطًع,
Discussion, حوار,
Discussion group, مجموعة تجادل،مجموعة تناقش,
Disjoint union, إتحاد منفصل،إتحاد مخلوع المفصل,
Disk, قرص,
Disk array, رصف أقراص,
Disk controller, مراقب القرص,
Disk device group, مجموعة أداة القرص,
Disk drive, محرّك أقراص,
Disk duplexing, تثنية القرص,
Diskette, قرص مرن,
Diskfull client, زبون مليء القرص,
Diskless client, زبون بدون قرص،زبون عاري من القرص,
Disk mirroring, مرآوية القرص,
Disk operating system, نظام تشغيل من القرص,
Disk path, مسار قرص,
Dismiss, عزل،إبعاد,
Dispatch, إيفاد,
Display, عرض,
Display device, جهاز العرض,
Display report, اعرض التقرير,
Display terminal, مطراف عرض,
Dissertation, أطروحة، مبحث,
Dissipation, تبدُّد,
Dissolve, إذابة,
Distance, فارق،فاصل، مسافة,
Distinct, مميز,
Distort, تشوه، التواء,
Distribute, وزّع,
Distributed, موزع,
Distributed database, قاعدة بيانات موزعة,
Distributed file, ملف موزع,
Distributed memory, ذاكرة موزعة,
Distributed system, نظام موزع,
Distributed systems, الأنظمة الموزعة,
Distribution, توزيعة,
Distribution list, قائمة التوزيع,
Distributive lattice, شابك توزيعي،عريش توزيعي,
Distributor, موزّع,
Dither, تظليل وهمي,
Dithering, ثبات الألوان,
Divergence, إنفراق،تباعد،إنفراج,
Divergent, تباعدي، إنفراجي,
Divide, قسمة,
Dividend, مقسوم،ربح السهم,
Division, قسمة,
Division by zero, قسمة على صفر,
Divisor, قاسم,
DMA, دي.ام.أيه,
Docbook, كتاب التوثيق,
Dock, إرساء,
Docking station, قاعدة تركيب,
Document, مستند,
Documentation, توثيق,
Documentor, موثِّق,
Dollar, دولار,
Do loop, حلقة التكرار,
Domain, نطاق,
Domain address, عنوان المجال، عنوان الحقل,
Domain architecture, عمارة المجال,
Domain engineering, هندسة المجال,
Domain maturity, نضج المجال,
Domain name, اسم المجال,
Domain selection, أختيار المجال,
Domain-specific language, لغة مجال محدد,
Domain theory, نظرية مجال,
Dot, نقطة,
Dot address, عنوان نقطي،عنونة نقطية,
Dot file, ملف نُقطي,
Dot matrix printer, طابعة مصفوفة النقاط,
Dot notation, تنويت نُقَطي,
Dot pitch, خطوة النقطة,
Dotted, مُنَقّط,
Double, مضاعف,
Double click, نقرتان,
Double-click, ينقر مزودجا,
Double density, كثافة مزدوجة,
Double-duplex, مثنوي مزدوج,
Double-ended queue, طابور ذو نهايتين،صف ذو نهايتين,
Double-precision, مزدوج الدقًة,
Double quote, علامة إقتباس مزدوجة,
Doubly linked list, قائمة موصولة من الطرفين,
Down, نزولاً,
Download, تنزيل,
Downtime, زمن التوقيف,
Down-time, زمن إيقاف التشغيل,
Dpi, نقطة في البوصة,
Draft, مسودة,
Drag, سحب,
Drag and drop, سحب وإفلات,
Dragging, سحب،ساحب,
Draw, رسم,
Drawing, رسم,
Drawing Area, منطقة الرسم,
Drive, محرك أقراص,
Driver, تعريف,
Drop-down arrow, سهم منسدل،سهم إنسدال,
Drop-down list, لائحة منسدلة،لائحة إنسدال,
Drop-down menu, قائمة منسدلة,
Droplets, قطرات,
Dry run, تشغيل إختباري,
Dual, مزدوج,
Dual boot, تشغيل مزودج,
Dual head, مزدوج الرأس,
Dual-homed, مثنى المنزل,
Dual-partition, ثنائيّ القسيمة,
Dual-stack, مزدوج الكومة،مزدوج الكدسة,
Dumb, معتوه,
Dumb Terminal, مطراف مَعتوه,
Dummy, دمية، أفتراضي، هامد,
Dump, طرْح,
Duplex, مزدَوج,
Duplicate..., استنساخ...,
Duplicate, مكرر,
Duration, مدَّة، دوام,
Dynamic, حركي,
Dynamically typed, مكتوب ديناميكياً,
Dynamic analysis, تحليل دينامي,
Dynamic database management system, نظام ادارة قاعدة البيانات الدينامي,
Dynamic routing, توجيه ديناميكي,
Dynamic translation, translated دينامية,
Dynamic typing, كتابة ديناميكية,
Earliest deadline first, الموعد الأقصى الأبكر أولاً,
Echo, صدى,
Echo cancellation, إلغاء الصدى,
E-commerce, التجارة الالكترونية,
Edge, حافة,
Edit, تحرير,
Edition, تحرير، طبعة,
Editor, محرِّر,
Editor panel, لوحة المحرر,
Edu, تربوي/تعليمي,
Education, تربية,
Education contact, مراسل تربوي،صلة في المجمتع التربوي,
Edutainment, ترفيه تربوي,
Effect, مؤثّر،تأثير,
Effective number of bits, عدد البِت الفعال,
Effects, مؤثرات,
Efficiency, نجاعة,
Eigenvalue, جذر مميز (ذاتي) لمصفوفة،قيمة ذاتية,
Eigenvector, متًجه مميز، متًجه ذاتي,
Eigenvectort, أنظر Eigenvector,
Eighty-twenty rule, قاعدة الثمانون-عشرون,
Eject, أقذف,
Electronic, الكتروني,
Electronic commerce, التجارة الالكترونية,
Electronic data interchange, تبادل بيانات إلكتروني,
Electronic funds transfer, نقل اموال الكتروني,
Electronic funds transfer system, نظام نقل الاموال الالكتروني,
Electronic magazine, مجلة إلكترونية,
Electronic mail, بريد الكتروني,
Electronic mail address, عنوان بريد الكتروني,
Element, عنصر,
Elephant, فيل,
Elite, نخبة،أعيان،وجهاء,
Ellipse, إهليج,
Ellipsoid, إهليلجي,
Em, إم,
Email, بريد إلكتروني,
E-Mail, بريد (إلكتروني),
E-mail, بريد الكتروني,
E-mail address, عنوان بريد إلكتروني,
Email attachement, مرفق بريد الكتروني,
Embed, تضمين,
Embeddable, قابل للطمر،قابل للإنطمار,
Embedded, مضمَّن,
Embedded system, نظام مطمور,
Embedding, طمر،إنطمار,
Embosser, مبرِز،مجسِم،مجسِد,
Emoticon, وجه تعبيري,
Empty, فارغ,
Emulate, محاكاه,
Emulation, محاكاة,
Emulator, محاكي,
Enable, تفعيل,
Enabling, فسح،تمكين,
Encapsulated Postscript, PostScript مغلف,
Encapsulation, تغليف,
Enclosure, مُغلّف,
Encode, يرمّز،ترميز,
Encoder, أداة ترميز,
Encoding, ترميز,
Encrypt, تعمية,
Encrypted, مشفر,
End, ختام,
Endless, أبدي،لا نهائي,
Endless loop, حلقة لامتناهية,
End of file, نهاية ملف,
Endpoint, نقطة النهاية,
End-user, مستخدم نهائي,
Engine, محرك,
Engineering, هندسة,
Enhanced parallel port, منفذ متوازي مسند,
Enhancement, تحسين,
Enlarge, تكبير,
Enlargement, إنتفاخ،تضخيم,
Enter, دخول,
Enterprise, (إقبال على) مشروع جديد,
Entertainment, ترفيه,
Entity, كيان,
Entries, خانات,
Entry, مدخلة,
Enumerated type, نوع معدّد,
Enumeration, تَعْداد،إحصاء,
Envelope, ظرف،غلاف,
Environment, بيئة,
Environment variable, متغير بيئة,
Ephemeral, موسمي,
Ephemeral port, منفذ موسمي,
Epoch, تاريخ بدء الحساب,
Epsilon, إبسلون,
Equal, مساوِ،معادِل,
Equalizer, معادِل,
Equation, المعادلة,
Equipment, مُعدّات,
Equivalence class, صنف مكافئة,
Equivalence relation, علاقة التكافؤ,
Equivalent, مكافِئ,
Era, زمن,
Erase, مسح,
Ergonomic, بيئيات العمل,
Error, خطأ,
Error correcting memory, ذاكرة مصححة الخطأ,
Error detection and correction, إكتشاف و تصحيح الأخطاء,
Error handling, معالجة الخطأ,
Error indicator, مؤشر خطأ,
Error message, رسالة خطأ,
Error recovery, تصحيح بعد الخطأ,
Escape, الخلوص,
Escape character, محرف الخلوص,
Essential complexity, تعقيد أساسي,
Ethics, أصول، انضباط، آداب، علم الأخلاق,
Evaluation, تخمين،تثمين،تقويم,
Event, حدث,
Every, كلً,
Evolutionary algorithm, خوارزمية تطورية,
Evolutionary programming, برمجة تطورية,
Evolution strategy, استراتجية تطورية,
Exabyte, إكسابايت,
Exact, تام,
Example, مثال,
Exception, استثناء,
Exceptions, إستثنائات,
Excercise, تمرين,
Exclamation mark, علامة التعجّب,
Exclamation point, علامة تهليل,
Exclude, يستثني,
Exclusive OR, ال_منظّمة:,
Executable, تنفيذي,
Executable content, محتوى تنفيذي,
Executable file, ملف تنفيذي,
Execute, تنفيذ,
Execution, تنفيذ,
Executive, تنفيذي,
Exhaustive testing, إختبار معمق،إختبار شامل,
Exist, موجود،حيً,
Existing, موجود,
Exit, خروج,
Expand, توسيع,
Expanded, واسع النطاق، ممتد، موسَّع,
Expanded memory, ذاكرة موسعة,
Expansion, توسيع,
Expansion card, بطاقة توسعة,
Expansion slot, شقب توسيع,
Expect, إرتقب،توقع,
Expected location, المكان المرتقب،الموقع المرتقب,
Expert system, نظام خبير,
Expire, إنقضة الصلاحية,
Exploit, ثغرة,
Explore, استطلاع,
Exponent, أُس,
Exponential, أسِّي,
Exponential notation, رموز موسيقية إغريقية قديمة,
Exponential-time, زمن أسِّي,
Exponential-time algorithm, خوارزم أسِّية الزمن,
Export, تصدير,
Exporting, مصدر,
Expression, تعبير,
Expunge, شطب,
Extend, تمديد,
Extended memory, ذاكرة موسعة,
Extensible, قابل للتمديد,
Extension, امتداد,
External, خارجية,
External data, بيانات خارجية,
External memory, ذاكرة خارجيّة,
Extra, إضافي,
Extract, استخرج,
Extranet, إكسترانت,
Eyedropper, جاسوس،متنصت,
E-zine, e-zine,
Facsimile, نُسْخَةٌ طِبْقُ الأَصْل,
Fact, واقع،معلومة,
Factorial, مَضْروب,
Factor of proportion, معامل تناسب,
Factory, مصنع،معمل,
Fade, تلاشي / تضاؤل,
Fail, فشل,
Failover, تجاوز الفشل,
Failure, فشل,
Fall back, اللُّجُوءُ،الحلً في حالة التراجع,
Fallback, اللُّجُوءُ،الحلً في حالة التراجع,
Fallback procedure, إجراءات التراجع,
Fallout, سقط,
Farm, مزرعة,
Fast, سريع,
Fatal, قاتل، فادح,
Fatal error, خطأ فادح,
Fault, صدع،غلط,
Fault tolerance, الاستجابة للخطأ,
Faulty, مصدوع،غلط,
Favorite, مفضل،منتخب,
Fax, فَاكْس,
Feature, ميزة,
Feed, تلقيم,
Feedback, انطباع,
Fence, عائق،سيج,
Fetch, جلب,
Fiber optics, علوم، تقنية بصريات الألياف,
Fibre optics, علوم، تقنية بصريات الألياف,
Field, حقل,
Field mouse, فأرة الحقل,
Fields, حقول,
Field separator, فاصل حقول,
Fields involved, الحقول المتورطة,
FIFO, الداخل أولاً، خارج أولا,
Figure, شكل,
File, ملف,
File compression, ضغط ملف,
File control block, كتلة ذاكرة التحكم بالملفات,
File descriptor, واصف الملف,
File descriptor leak, تسرب واصف الملف,
File extension, إمتدادة الملف,
File name, اسم ملف,
Filename, اسم ملف,
Filename extension, امتداد اسم ملف,
File permissions, أذون ملف,
Files, ملفات,
File server, خادم ملفات,
File signature, أمضاء ملف,
File system, نظام الملفات,
Filesystem, نظام ملفات,
File transfer, نقل الملف,
File type, نوع الملف,
Fill, ملء,
Fillcolor, لون الإملاء,
Filter, مُرشِّح,
Filtering, تصفية، ترشيح,
Filter promotion, ترقية المرشح,
Finalize, اختتام،إتمام،إكمال,
Financial, ماليً,
Find, بحث :: عثور (على),
Fine grain, حب دقيق,
Fine-tune, موالفة دقيقة,
Finger, يحصل على,
Finish, إنهاء،إتمام،إكمال,
Finite, متناهي,
Finite automata, تلقائي الحركة متناهي,
Firebottle, قارورة تأجج ( الإلكترونات في الشاشة),
Firefighting, مقاومة النار,
Firewall, جدار ناري,
Firing, إطلاق,
First customer, الزبون الأول,
First generation computer, حاسوب الجيل ألأول,
First generation language, لغة الجيل ألأول,
First in first out, الداخل أولاً، خارج أولا,
First-in-first-out, الداخل أولا يخرج أولا,
First-order, أولي الترتيب،أوليً الدرجة,
First-order logic, منطق أوليً الترتيب،منطق أوًلي الدرجة,
Fit, تناسب,
Fit-to-window, توافقي للنافذة,
Fix, إصلاح,
Fixed, مثبت،ثابت التصحيح،ثابت التصليح,
Fixed disk, قرص مثبًت,
Fixed Font, خط ثابت,
Fixed-point, ثابت الفاصلة,
Fixed width, عرض ثابت,
Fixed-width, عرض ثابت,
Fixed width font, خط ثابت العَرض,
Flag, علم,
Flash, بريق,
Flat, مسطح,
Flavor, نكهة،طعم،مذاق,
Flavorful, مليئ بلنكهة،مليئ بلمذاق,
Float, حُر,
Floating-point, الفاصلة العائمة,
Float (verb), طفو,
Flood, أَغرَقَ,
Floor, دور،طابق,
Floppy, مرن,
Floppy disk, قرص مرن,
Floppy disk drive, محرك الأقراص المرنة,
Floppy drive, مشغّل قرص مرن,
Floptical, قرص مرن ضوئي,
Floss, البرمجيات الحرّة مفتوحة المصدر - اختصار لاسم: Free Libre Open Source Software,
Flow, دفق،جريان,
Flow analysis, تحليل التدفق,
Flow chart, مخطّط جَرَيان,
Flowchart, قائمة التدفق,
Flow control, مراقبة الدفق،مراقبة الجريان,
Flower key, مفتاح الوردة (خاص بلماكِنتوش),
Focus, بؤرة,
Folder, مجلّد,
Font, خط,
Fontwork, معمل الخطوط,
Footer, تذييل,
Footnote, حاشية,
Force, القوًة،القدرة,
Forecast, توقّع,
Foreground, أمامية المنظر،أمامية اللوحة,
Fork, إنفراج،تشعًب,
Form, استمارة،شكل,
Formal parameter, مُسِط شكلي,
Format, تهيئة، تنسيق، نسق,
Format (noun), نسق (نص)، هيئة (ملف، مخزن),
Format (verb), تنسيق (نص)، تهيئة (ملف، مخزن),
Formula, صيغة,
Forum, منتدى,
Forward, إلى الأمام,
Forward compatibility, التطابق المستقبلي،الإنسجام المستقبلي,
Forward compatible, مستقبلي التوافق،مستقبلي الإنسجام,
Foundation, تأسيس،مؤسسة,
Fourier Analysis, تحليل فوريير,
Fourth generation computer, حاسوب الجيل الرابع,
Fourth generation language, لغة الجيل الرابع,
Fractal, كُسوري,
Fractal compression, ضغط (صور) كسوري,
Fractal dimension, بُعد كسوري,
Fraction, كسر,
Frag, قتلة,
Fragile, سريع العطب,
Fragment, كٍِسرة,
Fragmentation, تجزئة,
Frame, إطار,
Frame buffer, صِوان الإطار,
Frame grabber, ملتقط الإطارات,
Frame rate, معدل الإطار,
Frame relay, تنقيل الإطار,
Frame set, طقم إطارات,
Frames per second, إطار في الثانية,
Framework, هيكل,
Free, حر,
Free software, برمجيات حرة,
Free space, مساحة فارغة,
Free variable, متغيًر حرً،متغيًر طليق,
Freeware, برمجيات مجانية,
Freeze, تجميد,
Frequency, تردد، تواتر,
Frequently asked question, أسئلة و أجوبة,
Front end, نهاية أمامية,
Front-end processor, معالج وسيط للاتصال,
FTP, FTP,
Full, كامل,
Full-motion video, مرئي كامل الحركة,
Full pathname, إسم مسار كامل,
Full screen, ملء الشاشة,
Functional, وظيفي,
Functional database, قاعدة بيانات داليّة، قاعدة بيانات إقترانيّة,
Functional dependency, تابعية وظيفية،إنقياد وظيفي,
Functionality, التأدية الوظيفية,
Functional language, لغة وظيفية,
Functional program, برنامج وظيفي,
Functional programming, برمجة وظيفية,
Functional programming language, لغة برمجة وظيفية,
Functional requirements, متطلًبات وظيفية،لزوم وظيفية,
Functional specification, مواصفة وظيفية,
Functional testing, إختبار وظيفي,
Functional unit, وحدة وظيفية,
Function application, تطبيق وظيفة,
Function call, إستدعاء وظيفة,
Function key, مفتاح وظيفة,
Function (Mathematics), دالة,
Function (Programming), وظيفة,
Fuzzy, مُبهم، ضبابي,
Fuzzy computing, حوسبة ضبابية,
Fuzzy logic, منطق ضبابي,
Fuzzy subset, زمرة فرعيًة غامضة,
Fuzzy translation, ترجمة مُبهمة,
Gallery, معرض,
Game, لعبة,
Gamma, جاما,
Gantt Chart, مخطط جانت,
Gap, ثَغْرة، فَجْوة، فراغ,
Garbage, نفاية،فضلات,
Gas, غاز,
Gas plasma display, شاشة عرض بلازمية,
Gate, بوابة,
Gated, مارً عبر بوابة,
Gateway, بوابة,
General, عام،إجمالي,
Generate, توليد,
Generation, توليد، جيل,
Generator, مولِّد,
Generic, عام,
Generic identifier, معرف عميم,
Genericity, عمومية,
Generic programming, برمجة جَنيسة,
Generic resource, مورد عميم,
Generic type variable, متغيًر عميم النوع,
Genetic algorithm, خوارزمية وراثية,
Genetic programming file, ملف برمجة وراثي,
Geographical, جغرافي,
Geometric, هندسي,
Geometry, هندسة,
Gesture, حركة,
Get, حصول,
Gigabyte, غيغابايت,
Glitch, شائبة،عِلّة,
Global, عمومي,
Global interface, واجهة إجمالية،واجهة عميمة,
Global resource, مورد عمومي,
Global variable, متغيّر عمومي,
Glue, صمغ،غراء،لصاق,
Glyph, الصورة الرمزية,
GNOME, جينوم,
GNU, جنو,
Go, إذهب،إنطلق,
Goal, هدف،مقصد,
Gold, (معدن) الذهب,
GPL, GPL,
Grab, قبض,
Gradient, تدرّج,
Grain, تحبب,
Grammar, قواعد,
Graph, مبيان,
Graphic, رسومي,
Graphical, رسومي,
Graphical user interface, واجهة مستخدم رسومية,
Graphics, رسوميات,
Graphics accelerator, مسرِّع بياني,
Graphics card, بطاقة رسوميات,
Gray code, رماز Gray,
Grayscale, تدرج رمادي,
Greater, أكبر من، أعظم من,
Greater or equal, أكبر من أو مساو,
Greater than, أكبَر مِن,
Greatest common divisor, القاسم المشترك الأعظم,
Greedy, شرِه,
Green, أخضر,
Grey-scale, متدرًج الرمادي,
Grid, شبيكة,
Group, مجموعة /ج مجموعات,
Group attribute, صِفة مجموعة,
Group identifier, معرًف مجموعة,
Growth, نمو،تضخم,
Gtk, Gtk,
Guard, حارس,
Guess, تخمين,
Guest, ضيف,
GUI, واجهة المستخدم الرسومية,
Guide, دليل,
Guideline, إرشادات,
Guru, غورو,
Hack, هاك,
Hacker, هاكر,
Hack value, قيمة الهاك,
Hair, غامض، معقّد,
Haiti, هايتي,
Half-duplex, أحادي الاتجاه,
Half-Sphere, نصف كرة,
Halftone, طباعة نصفية,
Halfword, نصف كلمة,
Halt, إغلاق، إيقاف,
Halting problem, مشكلة إيقاف، مشكلة توقف,
Handbook, كتيّب,
Handheld, محمول باليد,
Handle (noun), مقبض,
Handler, مداوِل,
Handle (verb), تعامل,
Handout, منحة، مكتوب,
Handshake, إقامة الإتصال,
Handshaking, تأكيد الإتصال، إقامة الإتصال,
Hang, تعليق,
Haptic, لمسى، متعلق باللمس,
Haptic interface, واجهة لمسية,
Hard copy, نسخة ورقية,
Hard disk, قرص ثابت,
Hard disk drive, محرّك قرص صلب,
Hard drive, قرص صلب,
Hard limit, حدّ قوى,
Hard linking, ربْط صلب,
Hard sector, قطاع صلب,
Hardware, عتاد,
Hardware handshaking, تأكيد اتصال عتادى,
Hash, تلبيد,
Hash function, دالة تجزئة,
Hassle, إزعاج,
Hatching, ترقين,
Header, ترويسة,
Header file, ملف الترويسة,
Heading, (1) ترويسة (2) عنوان,
Heartbeat, نبضة قلب,
Heat sink, بالوعة حرارة,
Heavyweight, ثقيل الوزن,
Height, إرتفاع,
Hello World, أهلا بالعالم,
Help, مساعدة,
Heterogeneous, غير متجانس,
Heterogeneous network, شبكة غير متجانسة,
Heterogenous, غير متجانس,
Heuristic, كسبية,
Heuristics testing, إختبار الكسبية,
Hex, ست,
Hexadecimal, ست عشري,
Hibernate, سبات,
Hidden, مخفي،مختبئ,
Hidden file, ملف مخفى,
Hide, إخفاء,
Hierachy, هرمي,
Hierarchical, شجرى,
Hierarchical database, قاعدة بيانات شجرية,
Hierarchical file system, نظام ملفات شجرى,
Hierarchical navigation, تصفح شجرى,
Hierarchical routing, توجيه هرمي,
Hierarchy, شجرة,
High, عالى، مرتفع,
High colour, عالي الألوان,
High definition, عالي التحديد,
High density, عالي الكثافة,
Higher-order function, دالة عالية الرتبة,
Highest, الأعلى، أعلى قيمة,
High-level language, لغة عالية المستوى,
Highlight, إبراز,
Highlighting, إبانة،إبراز,
High memory area, منطقة ذاكرة عالية,
High speed serial interface, واجهة تسلسلية عالية السرعة,
Hill climbing, تسلًق التلال,
Hindi, الهندية,
Histogram, رسم بياني نسيجي، مدرّج تكراري,
History, تاريخ,
Hit rate, معدل الاصابة,
Hold Down, ضغط مع التعليق / نقر مع التعليق,
Hole, ثقب، فتحة,
Home, منزل,
Home directory, دليل رئيسي,
Home page, صفحة البداية,
Homepage, صفحة رئيسية,
Homogeneous, متجانس,
Homogeneous environment, بيئة متجانسة,
Homogenous, متجانس,
Hook, موضع إضافة في الروتين,
Horizontal, أفقى,
Horizontal application, تطبيق أفقى,
Horizontal encoding, ترميز أفقى,
Horizontal line, خط أفقى,
Horizontally, أفقياً,
Horizontal scan rate, معدل المسح الأفقي,
Horizontal tabulation, جدولة أفقية,
Host, مضيف,
Host adaptor, مهيِّئ مضيف,
Host bus adapter, مكيًف ناقل مضيف,
Host computer, حاسوب مضيف,
Host-host layer, طبقة مضيف-مضيف,
Host name, أسم المضيف,
Hostname, اسم مضيف,
Host number, رقم المضيف,
Host-resident, مقيم على المضيف,
Hot Key, اتفاق على المفتاح,
Hotlink, رابط ساخن,
Hotlist, قائمة شائعة,
Hot spot, نقطة فعّالة,
Hot swapping, توصيل فوري,
Hour, ساعة,
Housekeeping, تدابير تحضيرية,
Hover, حوم/حومان,
HTML, HTML,
HTTP, HTTP,
Hub, موزع,
Hue, تدرج اللون,
Humanist technology, تقنية انسانية الهدف,
Humor, ظَرَافَة,
